MachineID,Date,Failure,RepairType,DowntimeHours
M029,17-03-2025,N,,12
M034,10-03-2025,N,,6
M032,03-07-2025,N,Major,4
M018,2025-05-01,Y,Major,8
M065,18-05-2025,N,Major,12
M073,23-03-2025,N,Minor,10
M070,19-01-2025,Y,,5
M099,2025-04-29,N,,4
M062,2025-01-28,Y,Minor,3
M029,2025-01-18,Y,Minor,7
M050,2025-03-13,N,Minor,8
M058,2025/01/17,Y,Minor,3
M026,2025-03-08,Y,Minor,2
M045,2025-05-22,N,Minor,2
M093,2025/02/14,N,Minor,10
M093,2025/07/19,N,Minor,12
M072,2025/04/04,Y,Major,11
M063,02-02-2025,N,,9
M060,23-06-2025,Y,,5
M043,2025-06-04,Y,,10
M060,2025/02/21,Y,Major,5
M054,2025-04-16,N,Major,7
M098,07-04-2025,Y,Minor,7
M001,2025/03/23,N,,13
M078,2025/02/23,Y,,12
M093,13-01-2025,N,,6
M037,2025-06-27,Y,,3
M004,03-06-2025,N,,6
M090,08-01-2025,N,,5
M076,27-04-2025,N,,9
M040,2025/06/26,N,Minor,13
M079,08-05-2025,Y,Minor,13
M089,2025/03/11,Y,,3
M005,2025-02-16,N,Major,15
M058,09-07-2025,Y,,5
M028,02-02-2025,Y,,2
M077,2025-06-08,N,,3
M040,2025/05/22,N,Major,14
M053,10-02-2025,Y,Minor,5
M091,2025-03-29,Y,Minor,2
M066,2025-01-24,N,,10
M018,12-02-2025,Y,,12
M096,2025/06/21,Y,Major,12
M088,2025-05-22,Y,Major,10
M097,06-03-2025,Y,,8
M028,2025/07/14,Y,Minor,8
M033,2025/01/16,N,Minor,2
M070,2025/05/24,Y,Minor,2
M016,18-03-2025,Y,Major,1
M041,21-01-2025,N,,13
M007,10-06-2025,Y,Major,15
M098,2025/02/02,N,,6
M023,05-06-2025,Y,,9
M079,2025-06-24,N,,13
M100,2025-03-04,Y,,5
M100,15-01-2025,N,Minor,3
M022,2025-06-02,N,Minor,15
M022,09-07-2025,Y,,5
M054,2025/02/19,N,Minor,12
M076,28-02-2025,Y,Major,13
M077,2025/05/21,Y,Minor,11
M094,2025-02-05,N,,10
M059,19-05-2025,Y,Major,15
M023,11-02-2025,Y,Major,3
M002,2025/06/26,Y,Minor,8
M077,2025-01-26,Y,Minor,15
M022,01-05-2025,N,,3
M049,13-05-2025,Y,Major,10
M046,2025-06-19,N,Minor,15
M076,2025-04-03,Y,Major,3
M086,2025/07/16,Y,,12
M100,2025-06-12,Y,Minor,8
M047,2025/04/06,N,Major,11
M067,2025/07/11,N,,9
M008,21-03-2025,Y,Minor,1
M072,05-07-2025,N,Major,2
M042,2025/05/24,N,Major,12
M035,15-07-2025,N,,12
M054,2025/04/26,Y,Minor,13
M005,2025/06/10,N,,14
M084,29-06-2025,Y,,2
M052,2025/05/11,Y,Minor,4
M015,2025/06/10,Y,Minor,7
M010,2025-01-02,N,,3
M053,2025-07-04,N,Major,11
M033,2025/04/22,Y,Minor,13
M031,2025/01/03,Y,Minor,15
M060,25-04-2025,Y,Major,3
M029,19-07-2025,Y,Major,3
M036,2025-04-25,N,,1
M091,2025-01-29,N,Minor,15
M061,2025/03/09,Y,Minor,12
M025,2025-04-12,Y,,4
M023,2025-04-08,N,,6
M020,2025-06-17,N,Minor,2
